full_name,language,stars
petercorke/spatialmath-matlab,MATLAB,188
gibbonCode/GIBBON,MATLAB,187
leoliuf/MRiLab,MATLAB,185
HybridRobotics/NMPC-DCLF-DCBF,MATLAB,184
sergeyk/selective_search_ijcv_with_python,MATLAB,183
ufukefe/DFM,MATLAB,183
lis-epfl/swarmlab,MATLAB,182
oseledets/TT-Toolbox,MATLAB,182
RANSAC/RANSAC-Toolbox,MATLAB,181
fangq/iso2mesh,MATLAB,179
CHLNDDEV/OceanMesh2D,MATLAB,179
gidariss/LocNet,MATLAB,177
RobertKrajewski/highD-dataset,MATLAB,172
ltfat/ltfat,MATLAB,171
LabForComputationalVision/matlabPyrTools,MATLAB,170
cortex-lab/KiloSort,MATLAB,166
gpstuff-dev/gpstuff,MATLAB,165
pulseq/pulseq,MATLAB,164
maestro-project/maestro,MATLAB,161
594422814/UDT,MATLAB,158
JeffFessler/mirt,MATLAB,156
qMRLab/qMRLab,MATLAB,155
hennyjie/braingb,MATLAB,153
gnu-octave/symbolic,MATLAB,151
rdeits/iris-distro,MATLAB,149
canlab/CanlabCore,MATLAB,149
donnydcy/LC_NGSIM,MATLAB,146
jramshur/HRVAS,MATLAB,145
WEC-Sim/WEC-Sim,MATLAB,145
singaxiong/SignalGraph,MATLAB,144
bbci/bbci_public,MATLAB,140
rust-lang/rust,Rust,97316
denoland/deno,Rust,94582
tauri-apps/tauri,Rust,82565
fuellabs/sway,Rust,62755
fuellabs/fuel-core,Rust,58149
alacritty/alacritty,Rust,55864
rust-lang/rustlings,Rust,53009
sharkdp/bat,Rust,49028
burntsushi/ripgrep,Rust,47910
zed-industries/zed,Rust,47905
meilisearch/meilisearch,Rust,46753
starship/starship,Rust,44480
fuellabs/fuels-rs,Rust,44218
dani-garcia/vaultwarden,Rust,37342
bevyengine/bevy,Rust,35497
lapce/lapce,Rust,34305
sharkdp/fd,Rust,33599
helix-editor/helix,Rust,33158
typst/typst,Rust,33029
nushell/nushell,Rust,31858
astral-sh/ruff,Rust,31505
swc-project/swc,Rust,31006
pola-rs/polars,Rust,29558
tw93/pake,Rust,29051
influxdata/influxdb,Rust,28719
servo/servo,Rust,28034
yewstack/yew,Rust,27831
google/comprehensive-rust,Rust,27635
surrealdb/surrealdb,Rust,27106
tokio-rs/tokio,Rust,26586
vercel/turborepo,Rust,26119
fish-shell/fish-shell,Rust,25844
vercel/turbo,Rust,25769
firecracker-microvm/firecracker,Rust,25381
iced-rs/iced,Rust,24382
rome/tools,Rust,24316
rwf2/Rocket,Rust,24114
ogham/exa,Rust,23569
dandavison/delta,Rust,22704
thealgorithms/rust,Rust,22232
ajeetdsouza/zoxide,Rust,21988
emilk/egui,Rust,21917
sergiobenitez/rocket,Rust,21521
actix/actix-web,Rust,21438
astral-sh/uv,Rust,21391
sharkdp/hyperfine,Rust,21370
tabbyml/tabby,Rust,21333
cloudflare/pingora,Rust,21324
zellij-org/zellij,Rust,20941
wilfred/difftastic,Rust,20596
casey/just,Rust,20583
dioxuslabs/dioxus,Rust,20452
atuinsh/atuin,Rust,20349
qdrant/qdrant,Rust,20017
xi-editor/xi-editor,Rust,19794
valeriansaliou/sonic,Rust,19708
qarmin/czkawka,Rust,19570
rustpython/rustpython,Rust,18991
wasmerio/wasmer,Rust,18539
ankitects/anki,Rust,18472
facebook/relay,Rust,18391
extrawurst/gitui,Rust,18327
tree-sitter/tree-sitter,Rust,18214
gyulyvgc/sniffnet,Rust,17921
rust-lang/mdbook,Rust,17806
cube-js/cube,Rust,17796
schniz/fnm,Rust,17716
gleam-lang/gleam,Rust,17617
uutils/coreutils,Rust,17607
vectordotdev/vector,Rust,17587
HigherOrderCO/bend,Rust,17245
slint-ui/slint,Rust,17095
wez/wezterm,Rust,16992
diem/diem,Rust,16699
rigellute/spotify-tui,Rust,16492
leptos-rs/leptos,Rust,15965
ruffle-rs/ruffle,Rust,15521
huggingface/candle,Rust,15355
bytecodealliance/wasmtime,Rust,15212
sxyazi/yazi,Rust,15181
tikv/tikv,Rust,15083
rust-lang/book,Rust,15007
0x192/universal-android-debloater,Rust,14945
denisidoro/navi,Rust,14893
chroma-core/chroma,Rust,14781
kitao/pyxel,Rust,14640
cube-js/cube.js,Rust,14582
biomejs/biome,Rust,14556
neondatabase/neon,Rust,14538
hyperium/hyper,Rust,14388
rustscan/rustscan,Rust,14280
fathyb/carbonyl,Rust,14256
clap-rs/clap,Rust,14137
rust-lang/rust-analyzer,Rust,14133
asciinema/asciinema,Rust,13961
astral-sh/rye,Rust,13628
getzola/zola,Rust,13522
lsd-rs/lsd,Rust,13256
analysis-tools-dev/static-analysis,Rust,13229
lemmynet/lemmy,Rust,13177
snailclimb/javaguide,Java,146164
growinggit/github-chinese-top-charts,Java,99390
krahets/hello-algo,Java,95988
iluwatar/java-design-patterns,Java,89459
macrozheng/mall,Java,77291
doocs/advanced-java,Java,75755
spring-projects/spring-boot,Java,74720
elastic/elasticsearch,Java,69683
kdn251/interviews,Java,61871
thealgorithms/java,Java,58903
spring-projects/spring-framework,Java,56330
nationalsecurityagency/ghidra,Java,50896
google/guava,Java,50070
Stirling-Tools/Stirling-PDF,Java,43156
kon9chunkit/github-chinese-top-charts,Java,42891
square/retrofit,Java,42532
skylot/jadx,Java,41128
apache/dubbo,Java,40411
jeecgboot/JeecgBoot,Java,40161
dbeaver/dbeaver,Java,39461
jeecgboot/jeecg-boot,Java,38243
philjay/mpandroidchart,Java,37492
eugenp/tutorials,Java,36538
alibaba/arthas,Java,35445
termux/termux-app,Java,35101
airbnb/lottie-android,Java,34976
bumptech/glide,Java,34594
halo-dev/halo,Java,33443
netty/netty,Java,33340
blankj/androidutilcode,Java,32965
zxing/zxing,Java,32694
xkcoding/spring-boot-demo,Java,32591
alibaba/easyexcel,Java,31981
teamnewpipe/newpipe,Java,31135
doocs/leetcode,Java,31102
seleniumhq/selenium,Java,30410
alibaba/nacos,Java,30106
apolloconfig/apollo,Java,29083
apache/kafka,Java,28488
alibaba/canal,Java,28341
alibaba/druid,Java,27910
wuyouzhuguli/springall,Java,27885
alibaba/spring-cloud-alibaba,Java,27843
xuxueli/xxl-job,Java,27201
crossoverjie/jcsprout,Java,27068
yunaiv/ruoyi-vue-pro,Java,26949
alibaba/fastjson,Java,25692
jakewharton/butterknife,Java,25638
ctripcorp/apollo,Java,25284
apache/incubator-seata,Java,25249
proxyee-down-org/proxyee-down,Java,24954
drklo/telegram,Java,24749
scwang90/smartrefreshlayout,Java,24675
greenrobot/eventbus,Java,24553
seata/seata,Java,24430
apache/flink,Java,23886
apache/skywalking,Java,23747
zhangdaiscott/jeecg-boot,Java,23378
google/gson,Java,23295
redisson/redisson,Java,23241
libgdx/libgdx,Java,23206
bazelbuild/bazel,Java,23039
jenkinsci/jenkins,Java,23038
keycloak/keycloak,Java,22546
anuken/mindustry,Java,22432
alibaba/sentinel,Java,22324
doocs/source-code-hunter,Java,22025
google/exoplayer,Java,21660
openapitools/openapi-generator,Java,21426
elunez/eladmin,Java,21203
apache/rocketmq,Java,21126
oracle/graal,Java,20278
carguo/gsyvideoplayer,Java,20051
ibotpeaches/apktool,Java,19955
didi/dokit,Java,19889
brettwooldridge/hikaricp,Java,19883
apache/shardingsphere,Java,19823
mybatis/mybatis-3,Java,19719
openjdk/jdk,Java,19497
linlinjava/litemall,Java,19106
didi/doraemonkit,Java,18723
dianping/cat,Java,18551
baseflow/photoview,Java,18156
conductor-oss/conductor,Java,17767
dataease/dataease,Java,17526
chrisbanes/photoview,Java,17410
lmax-exchange/disruptor,Java,17357
thingsboard/thingsboard,Java,17328
tencent/tinker,Java,17146
tencent/apijson,Java,17145
JetBrains/intellij-community,Java,17127
facebook/fresco,Java,17072
antlr/antlr4,Java,16987
williamfiset/algorithms,Java,16943
nostra13/android-universal-image-loader,Java,16785
infinilabs/analysis-ik,Java,16508
shuzheng/zheng,Java,16405
baomidou/mybatis-plus,Java,16318
material-components/material-components-android,Java,16309
winterbe/java8-tutorial,Java,16281
tensorflow/tensorflow,C++,185777
facebook/react-native,C++,118460
electron/electron,C++,113821
microsoft/terminal,C++,95119
godotengine/godot,C++,89708
bitcoin/bitcoin,C++,78569
opencv/opencv,C++,78344
nomic-ai/gpt4all,C++,69695
swiftlang/swift,C++,67376
apple/swift,C++,66494
ggerganov/llama.cpp,C++,65648
protocolbuffers/protobuf,C++,65344
tesseract-ocr/tesseract,C++,61046
ocornut/imgui,C++,59857
topjohnwu/magisk,C++,47425
x64dbg/x64dbg,C++,44299
werwolv/imhex,C++,43361
nlohmann/json,C++,42121
grpc/grpc,C++,41693
clickhouse/clickhouse,C++,36945
google/leveldb,C++,35997
google/googletest,C++,34512
aria2/aria2,C++,34397
bvlc/caffe,C++,33994
huihut/interview,C++,32576
carbon-language/carbon-lang,C++,32246
zhongyang219/trafficmonitor,C++,31663
facebookresearch/faiss,C++,30737
cmu-perceptual-computing-lab/openpose,C++,30554
serenityos/serenity,C++,30464
thealgorithms/c-plus-plus,C++,30176
microsoft/calculator,C++,29586
ariya/phantomjs,C++,29085
facebook/rocksdb,C++,28369
facebook/folly,C++,28245
qbittorrent/qbittorrent,C++,27365
google-ai-edge/mediapipe,C++,26950
rethinkdb/rethinkdb,C++,26480
llvm/llvm-project,C++,26379
mongodb/mongo,C++,26147
dmlc/xgboost,C++,26140
telegramdesktop/tdesktop,C++,26001
cmderdev/cmder,C++,25853
emscripten-core/emscripten,C++,25673
google/mediapipe,C++,25571
dragonflydb/dragonfly,C++,25451
ossrs/srs,C++,25437
taichi-dev/taichi,C++,25344
apolloauto/apollo,C++,25042
mozilla/deepspeech,C++,25013
envoyproxy/envoy,C++,24796
flameshot-org/flameshot,C++,24474
valvesoftware/proton,C++,24106
gabime/spdlog,C++,23976
mudler/LocalAI,C++,23679
changkun/modern-cpp-tutorial,C++,23653
v8/v8,C++,23253
google/flatbuffers,C++,23157
duckdb/duckdb,C++,23134
ethereum/solidity,C++,23129
microsoft/winget-cli,C++,23049
redisinsight/redisdesktopmanager,C++,22803
notepad-plus-plus/notepad-plus-plus,C++,22690
paddlepaddle/paddle,C++,22115
osquery/osquery,C++,21760
sqlitebrowser/sqlitebrowser,C++,21060
keepassxreboot/keepassxc,C++,20934
uglide/redisdesktopmanager,C++,20924
typesense/typesense,C++,20720
apache/mxnet,C++,20655
fmtlib/fmt,C++,20546
tencent/ncnn,C++,20183
apache/incubator-mxnet,C++,20133
LadybirdBrowser/ladybird,C++,19963
hyprwm/hyprland,C++,19950
aristocratos/btop,C++,19760
Mozilla-Ocho/llamafile,C++,19420
freecad/freecad,C++,19330
simdjson/simdjson,C++,19207
trojan-gfw/trojan,C++,18757
ssloy/tinyrenderer,C++,18593
lizardbyte/sunshine,C++,18492
catchorg/catch2,C++,18478
xbmc/xbmc,C++,18303
barry-ran/qtscrcpy,C++,18302
alibaba/weex,C++,18221
facebook/hhvm,C++,18140
google/filament,C++,17692
scottbez1/smartknob,C++,17418
microsoft/cntk,C++,17332
tencent/mmkv,C++,17285
unetworking/uwebsockets,C++,17266
tencent/mars,C++,17266
facebook/yoga,C++,17247
qv2ray/qv2ray,C++,16613
ml-explore/mlx,C++,16613
microsoft/lightgbm,C++,16563
google/libphonenumber,C++,16516
apache/brpc,C++,16403
electronicarts/cnc_remastered_collection,C++,16392
danielmiessler/seclists,PHP,57218
coollabsio/coolify,PHP,32290
laravel/framework,PHP,32272
blueimp/jquery-file-upload,PHP,31029
symfony/symfony,PHP,29670
composer/composer,PHP,28551
nextcloud/server,PHP,26897
fzaninotto/faker,PHP,26788
guzzle/guzzle,PHP,23052
livewire/livewire,PHP,22270
designpatternsphp/designpatternsphp,PHP,21757
monicahq/monica,PHP,21386
phpmailer/phpmailer,PHP,20967
seldaek/monolog,PHP,20921
matomo-org/matomo,PHP,19722
sebastianbergmann/phpunit,PHP,19672
bcit-ci/codeigniter,PHP,18268
filamentphp/filament,PHP,18150
barryvdh/laravel-debugbar,PHP,17142
nikic/php-parser,PHP,16995
briannesbitt/carbon,PHP,16537
koel/koel,PHP,15907
flarum/flarum,PHP,15280
bookstackapp/bookstack,PHP,15001
erusev/parsedown,PHP,14735
bagisto/bagisto,PHP,14649
getgrav/grav,PHP,14430
yiisoft/yii2,PHP,14237
barryvdh/laravel-ide-helper,PHP,14149
cachethq/cachet,PHP,13983
intervention/image,PHP,13876
thephpleague/flysystem,PHP,13327
phpoffice/phpspreadsheet,PHP,13297
filp/whoops,PHP,13176
phpstan/phpstan,PHP,12854
php-cs-fixer/php-cs-fixer,PHP,12816
roots/sage,PHP,12711
ramsey/uuid,PHP,12448
phacility/phabricator,PHP,12323
spartnernl/laravel-excel,PHP,12209
piotrplenik/clean-code-php,PHP,12140
spatie/laravel-permission,PHP,12058
librespeed/speedtest,PHP,12018
slimphp/slim,PHP,11948
thedevdojo/voyager,PHP,11770
the-control-group/voyager,PHP,11495
magento/magento2,PHP,11491
friendsofphp/php-cs-fixer,PHP,11476
egulias/emailvalidator,PHP,11411
phpoffice/phpexcel,PHP,11409
jupeter/clean-code-php,PHP,11393
typecho/typecho,PHP,11310
docker/labs,PHP,11303
doctrine/inflector,PHP,11245
tymondesigns/jwt-auth,PHP,11196
walkor/workerman,PHP,11116
z-song/laravel-admin,PHP,11101
snipe/snipe-it,PHP,10915
phalcon/cphalcon,PHP,10775
mockery/mockery,PHP,10618
yourls/yourls,PHP,10606
squizlabs/php_codesniffer,PHP,10591
deployphp/deployer,PHP,10535
serbanghita/mobile-detect,PHP,10507
dompdf/dompdf,PHP,10429
php-fig/log,PHP,10371
wallabag/wallabag,PHP,10185
digininja/dvwa,PHP,10065
doctrine/orm,PHP,9923
php-fig/container,PHP,9834
bobthecow/psysh,PHP,9722
symfony/console,PHP,9721
tennc/webshell,PHP,9701
freshrss/freshrss,PHP,9562
swiftmailer/swiftmailer,PHP,9482
pestphp/pest,PHP,9464
doctrine/dbal,PHP,9430
anankke/sspanel-uim,PHP,9371
dingo/api,PHP,9263
googleapis/google-api-php-client,PHP,9253
phpdocumentor/typeresolver,PHP,9118
assimon/dujiaoka,PHP,9065
phpdocumentor/reflectioncommon,PHP,9003
sebastianbergmann/php-code-coverage,PHP,8802
myclabs/deepcopy,PHP,8692
cakephp/cakephp,PHP,8677
phpspec/prophecy,PHP,8527
uvdesk/community-skeleton,PHP,8440
krayin/laravel-crm,PHP,8431
kanboard/kanboard,PHP,8419
owncloud/core,PHP,8357
invoiceninja/invoiceninja,PHP,8150
twigphp/twig,PHP,8142
prestashop/prestashop,PHP,8110
php-fig/simple-cache,PHP,8040
akaunting/akaunting,PHP,7973
sylius/sylius,PHP,7858
doctrine/cache,PHP,7824
top-think/think,PHP,7816
crater-invoice/crater,PHP,7669
torvalds/linux,C,179664
genymobile/scrcpy,C,109818
netdata/netdata,C,71151
redis/redis,C,66506
ventoy/ventoy,C,60941
obsproject/obs-studio,C,59083
git/git,C,52007
ffmpeg/ffmpeg,C,45178
php/php-src,C,38019
wg/wrk,C,36091
curl/curl,C,35558
tmux/tmux,C,34849
ggerganov/whisper.cpp,C,34805
bilibili/ijkplayer,C,32330
jqlang/jq,C,30226
coolsnowwolf/lede,C,29596
pbatard/rufus,C,28504
mpv-player/mpv,C,28049
cfenollosa/os-tutorial,C,26694
nothings/stb,C,26555
openssl/openssl,C,25585
ggreer/the_silver_searcher,C,25433
pjreddie/darknet,C,25334
stedolan/jq,C,24854
nginx/nginx,C,24623
libuv/libuv,C,24022
valinet/explorerpatcher,C,23844
valdikss/goodbyedpi,C,23761
facebook/zstd,C,23427
taosdata/tdengine,C,23283
koekeishiya/yabai,C,23244
robertdavidgraham/masscan,C,23106
arendst/tasmota,C,22037
raysan5/raylib,C,21924
radareorg/radare2,C,20436
iovisor/bcc,C,20342
openwrt/openwrt,C,19845
samypesse/how-to-make-a-computer-operating-system,C,19655
micropython/micropython,C,19162
thealgorithms/c,C,18619
qmk/qmk_firmware,C,18081
allinurl/goaccess,C,18021
jart/cosmopolitan,C,18014
timescale/timescaledb,C,17605
handbrake/handbrake,C,17462
darkflippers/unleashed-firmware,C,17124
karpathy/llama2.c,C,16986
ish-app/ish,C,16941
valkey-io/valkey,C,16368
lvgl/lvgl,C,16267
postgres/postgres,C,15917
foundry376/mailspring,C,15453
woltapp/blurhash,C,15344
skywind3000/kcp,C,15064
nvidia/open-gpu-kernel-modules,C,15059
existentialaudio/blackhole,C,14593
reactos/reactos,C,14498
swaywm/sway,C,14483
sandboxie-plus/sandboxie,C,13636
ffmpegwasm/ffmpeg.wasm,C,13594
espressif/esp-idf,C,13452
memcached/memcached,C,13447
acidanthera/opencorepkg,C,13314
arut/nginx-rtmp-module,C,13256
cloudwu/skynet,C,13252
spacehuhntech/esp8266_deauther,C,13195
systemd/systemd,C,13156
davatorium/rofi,C,13117
gojue/ecapture,C,13019
s-matyukevich/raspberry-pi-os,C,12833
glfw/glfw,C,12739
alibaba/tengine,C,12732
flipperdevices/flipperzero-firmware,C,12631
openresty/openresty,C,12464
audacity/audacity,C,12322
jonas/tig,C,12284
octalmage/robotjs,C,12191
haiwen/seafile,C,12181
imagemagick/imagemagick,C,12043
twitter/twemproxy,C,11984
pgvector/pgvector,C,11936
softethervpn/softethervpn,C,11521
coturn/coturn,C,11207
libevent/libevent,C,11115
raspberrypi/linux,C,11067
cesanta/mongoose,C,11011
winsiderss/systeminformer,C,10878
freerdp/freerdp,C,10853
h2o/h2o,C,10839
openvpn/openvpn,C,10748
davegamble/cjson,C,10660
andlabs/libui,C,10641
zephyrproject-rtos/zephyr,C,10592
apple/darwin-xnu,C,10516
openzfs/zfs,C,10486
citusdata/citus,C,10410
rt-thread/rt-thread,C,10376
lz4/lz4,C,10287
doctorwkt/acwj,C,10277
fogleman/craft,C,10167
tidyverse/ggplot2,R,6477
cxli233/FriendsDontLetFriends,R,6190
rstudio/shiny,R,5355
tidyverse/dplyr,R,4753
hadley/r4ds,R,4524
swirldev/swirl_courses,R,4208
rdatatable/data.table,R,3589
twitter/AnomalyDetection,R,3529
rstudio/rmarkdown,R,2862
plotly/plotly.R,R,2544
thomasp85/patchwork,R,2450
r-lib/devtools,R,2394
