full_name,language,stars
alecjacobson/gptoolbox,MATLAB,626
chebfun/chebfun,MATLAB,598
CERN/TIGRE,MATLAB,561
feichtenhofer/Detect-Track,MATLAB,549
yalmip/YALMIP,MATLAB,474
XgTu/2DASL,MATLAB,463
davidvarga/MBeautifier,MATLAB,458
matlab-deep-learning/MATLAB-Deep-Learning-Model-Hub,MATLAB,436
everpeace/ml-class-assignments,MATLAB,431
quantombone/exemplarsvm,MATLAB,428
MATPOWER/matpower,MATLAB,413
plotly/plotly_matlab,MATLAB,377
brainstorm-tools/brainstorm3,MATLAB,375
DrCoffey/DeepSqueak,MATLAB,368
s-gupta/rcnn-depth,MATLAB,363
TheAlgorithms/MATLAB-Octave,MATLAB,356
covarep/covarep,MATLAB,334
proto17/dji_droneid,MATLAB,324
SciML/SciMLBenchmarks.jl,MATLAB,319
mahmoudnafifi/WB_sRGB,MATLAB,309
adikhosla/feature-extraction,MATLAB,303
mpariente/pystoi,MATLAB,302
hiroyuki-kasai/NMFLibrary,MATLAB,289
mtex-toolbox/mtex,MATLAB,281
power-grid-lib/pglib-opf,MATLAB,277
masumhabib/PlotPub,MATLAB,276
joansola/slamtb,MATLAB,257
AlterWL/Battery_SOC_Estimation,MATLAB,257
ori-mrg/robotcar-dataset-sdk,MATLAB,254
ShapeNet/RenderForCNN,MATLAB,247
opencobra/cobratoolbox,MATLAB,247
bastibe/Violinplot-Matlab,MATLAB,245
uricamic/flandmark,MATLAB,228
zqs1022/interpretableCNN,MATLAB,222
dbekaert/StaMPS,MATLAB,219
detly/gammatone,MATLAB,214
Prof-Lu-Cewu/Visual-Relationship-Detection,MATLAB,212
e0404/matRad,MATLAB,211
jbhuang0604/CF2,MATLAB,203
hpatches/hpatches-benchmark,MATLAB,203
translationalneuromodeling/tapas,MATLAB,201
petercorke/machinevision-toolbox-matlab,MATLAB,196
OHBA-analysis/HMM-MAR,MATLAB,193
filipradenovic/cnnimageretrieval,MATLAB,189
ngageoint/MATLAB_SAR,MATLAB,189
cerr/CERR,MATLAB,189
cvxr/CVX,MATLAB,189
petercorke/spatialmath-matlab,MATLAB,188
gibbonCode/GIBBON,MATLAB,187
leoliuf/MRiLab,MATLAB,185
HybridRobotics/NMPC-DCLF-DCBF,MATLAB,184
sergeyk/selective_search_ijcv_with_python,MATLAB,183
ufukefe/DFM,MATLAB,183
lis-epfl/swarmlab,MATLAB,182
oseledets/TT-Toolbox,MATLAB,182
RANSAC/RANSAC-Toolbox,MATLAB,181
fangq/iso2mesh,MATLAB,179
CHLNDDEV/OceanMesh2D,MATLAB,179
